MESSNUMMER,DATEINAME,AUFNAHMEJAHR,AUFNAHMEMONAT,AUFNAHMETAG,AUFNAHMESTUNDE,AUFNAHMEMINUTE,AUFNAMESEKUNDE,VERSCHIEBUNG (ALT),VERSCHIEBUNG (AZ),GESAMTSONNENLEISTUNG,INTEGRATIONSZEIT,NOTES
0057,xxx,2024,01,31,13,03,20,8,0,98.090
0058,xxx,2024,01,31,13,04,00,9,0,96.637
0059,xxx,2024,01,31,13,04,38,10,0,92.600
0060,xxx,2024,01,31,13,05,14,11,0,98.336
0061,xxx,2024,01,31,13,06,19,12,0,88.327
0062,xxx,2024,01,31,13,06,55,13,0,87.769
0063,xxx,2024,01,31,13,07,35,14,0,86.604
0064,xxx,2024,01,31,13,08,15,15,0,87.302
0065,xxx,2024,01,31,13,09,09,16,0,87.350
0066,xxx,2024,01,31,13,14,32,100,0,-0.529,1
0067,xxx,2024,01,31,13,16,07,100,0,5.197,3,switched mode
0068,xxx,2024,01,31,13,16,45,100,0,5.555,10,switched mode
0069,xxx,2024,01,31,13,17,29,100,0,5.275,30,switched mode
0070,xxx,2024,01,31,13,19,44,100,0,5.127,100,switched mode
0071,xxx,2024,01,31,13,23,20,100,0,4.879,300,switched mode
0072,xxx,2024,01,31,13,31,30,100,0,90.035,10,signal mode
0073,xxx,2024,01,31,13,35,15,30,0,12.938,60,Starte Pkt.9
0074,xxx,2024,01,31,13,37,29,35,0,13.408,60,
0075,xxx,2024,01,31,13,38,55,40,0,14.033,60,
0076,xxx,2024,01,31,13,40,35,45,0,12.439,60,
0077,xxx,2024,01,31,13,42,25,50,0,11.999,60,
0078,xxx,2024,01,31,13,44,17,55,0,10.007,60,
0079,xxx,2024,01,31,13,45,55,60,0,10.215,60,
0080,xxx,2024,01,31,13,47,39,65,0,9.414,60,
0081,xxx,2024,01,31,13,49,20,70,0,9.692,60,
0082,xxx,2024,01,31,13,50,54,75,0,11.667,60,
0083,xxx,2024,01,31,13,52,56,80,0,12.407,60,
0084,xxx,2024,01,31,13,54,50,85,0,10.754,60,
0085,xxx,2024,01,31,13,56,30,90,0,10.377,60,
0086,xxx,2024,01,31,19,18,29,90,0,10.621,60,Fortsetzung Pkt. 10
0087,xxx,2024,01,31,19,21,16,100,0,8.437,60,
0088,xxx,2024,01,31,19,22,44,110,0,8.024,60,
0089,xxx,2024,01,31,19,24,28,120,0,7.065,60,
0090,xxx,2024,01,31,19,25,56,130,0,7.657,60,
0091,xxx,2024,01,31,19,27,48,140,0,6.718,60,
0092,xxx,2024,01,31,19,29,55,150,0,7.017,60,
